59.3639,62
61.4189,62
58.2731,63
52.3967,63
49.6581,62
49.0363,62
50.6392,62
52.1546,65
53.8683,62
55.4622,63
57.752,-34
58.6976,63
59.3313,62
59.7974,63
61.0993,62
61.1366,65
61.1352,63
61.1394,62
61.9035,64
61.7297,63
61.4543,63
61.332,62
61.9628,62
61.673,63
61.5688,63
61.4387,62
62.172,63
61.9815,63
61.7281,62
61.5916,63
61.4872,63
61.8575,64
61.7373,63
61.5185,62
61.4115,62
61.8911,64
61.7,64
61.5809,62
61.5106,62
62.0239,62
61.7619,63
61.5076,63
61.4627,63
61.8337,-23
61.6501,64
61.6285,66
61.4572,62
62.0952,65
61.7561,63
61.4887,62
61.3694,62
61.9213,62
61.705,63
61.6086,63
61.4654,62
62.0484,63
61.8704,63
61.4559,63
61.2969,62
61.4665,61
61.7523,62
61.5017,64
61.4468,62
61.3,62
61.9149,62
61.5816,63
61.3566,64
61.3661,62
61.8428,63
61.5987,62
61.4567,63
61.4419,63
62.0599,62
61.8569,63
61.573,63
61.5003,63
62.0929,-26
61.8369,63
61.5531,63
61.4812,63
62.0106,62
61.7265,64
61.6536,64
61.5419,62
62.1089,64
61.7896,64
61.6352,63
61.4964,63
62.1829,63
61.9395,64
61.744,62
61.5083,63
62.1226,63
61.7625,62
61.6668,64
61.412,64
61.8456,61
61.7594,62
61.7964,62
61.5021,63
61.5142,62
61.8033,63
61.6364,63
61.5171,66
61.405,63
61.8552,62
61.6705,63
61.5992,63
61.4832,65
61.9429,63
61.7347,64
61.6203,63
61.4296,62
61.8887,61
61.8146,65
61.5169,66
61.3991,64
61.9325,61
61.7069,65
61.4934,63
61.4554,62
61.9163,61
61.6488,63
61.6096,63
61.4596,62
62.0593,63
61.7608,64
61.6233,63
61.5301,65
62.1748,62
61.9257,65
61.9422,63
61.7722,63
62.2218,61
61.9094,63
61.7188,65
61.5265,63
61.9075,61
61.7726,63
61.6129,63
61.4019,62
61.4226,64
61.849,62
61.6515,64
61.513,62
61.4112,62
61.7714,62
61.5054,63
61.3504,63
61.3667,64
61.8974,62
61.5855,62
61.4159,65
61.2781,62
61.8379,61
61.6211,63
61.5728,63
61.3303,66
61.9034,61
61.6993,63
61.41,63
61.3048,63
61.9353,63
61.8524,64
61.7559,64
61.5837,62
62.0816,61
61.9404,65
61.7439,63
61.5736,63
61.5252,61
61.9275,62
61.6593,63
61.3962,62
61.2879,62
61.6984,63
61.5992,63
61.5651,63
61.3727,62
61.9242,62
61.8093,63
61.467,62
61.3996,63
61.8573,-36
61.7378,62
61.375,62
61.2747,62
61.9776,61
61.7661,62
61.5664,63
61.1957,62
61.7668,64
61.4894,65
61.3816,63
61.3448,62
61.9475,62
61.861,63
61.7044,63
61.5146,64
62.0143,61
61.8494,63
61.6322,62
61.1965,64
61.2211,64
61.6509,63
61.4908,64
61.4794,62
61.3868,64
61.9102,62
61.8311,63
61.6312,62
61.3749,62
61.8036,62
61.8289,64
61.4779,62
61.429,63
62.0009,63
61.7364,63
61.5717,64
61.5092,62
62.2109,63
61.8688,62
61.6229,63
61.527,65
62.1103,62
61.8155,63
61.7281,62
61.5786,64
62.0939,63
61.8092,63
61.3939,62
61.3151,63
61.4244,62
61.5719,63
61.5045,63
61.5835,64
61.4582,62
61.9428,63
61.7106,62
61.4467,64
61.5029,63
61.8659,62
61.5965,64
61.4299,63
61.3424,62
61.9195,62
61.5053,63
61.3305,62
61.4056,64
61.9755,65
61.7167,64
61.4491,63
61.2005,62
61.7495,63
61.5953,63
61.421,63
61.2657,62
61.9655,64
61.7578,65
61.6283,65
61.5475,63
61.4,61
61.7214,63
61.7062,63
61.621,64
61.4826,63
62.0159,64
61.7799,64
61.5507,62
61.4984,65
62.0406,63
61.8531,64
61.6387,63
61.5347,62
61.8606,62
61.7628,63
61.6898,62
61.5359,62
62.1157,62
61.6666,62
61.4763,63
61.3265,63
61.9548,63
61.7782,63
61.6323,62
61.5009,63
62.1087,63
61.7211,64
61.5124,62
61.3754,64
61.6872,61
61.5616,63
61.6724,64
62.6887,62
62.6166,64
62.0751,63
61.7225,66
61.4467,63
61.9178,62
61.6455,63
61.7083,62
61.5203,62
62.1885,62
61.7785,63
61.5103,64
61.4305,62
61.4897,62
61.8922,63
61.6741,65
61.4426,64
61.268,62
61.6215,62
61.4763,63
61.404,62
61.2655,62
61.7619,62
61.5344,63
61.6373,63
61.4809,62
61.968,65
61.7935,64
61.5093,63
61.311,62
61.9036,63
61.7233,62
61.6781,62
61.475,64
62.1752,64
61.7571,62
61.7182,62
61.4656,63
61.8217,62
61.8827,64
61.6248,63
61.4606,63
61.7266,61
61.9938,62
61.7682,64
61.623,63
61.4757,63
61.7957,63
61.6264,62
61.5522,64
61.3928,62
61.9293,61
62.7518,62
63.2407,63
62.5211,63
