85.8417,62
99.0106,62
83.6467,61
77.2782,62
74.8288,62
73.8796,61
72.7418,61
73.4857,61
73.0468,61
73.0946,61
73.5567,63
73.221,61
73.7877,61
80.847,61
80.7828,62
77.3015,61
74.8973,61
74.2872,61
73.4503,61
73.124,61
73.3096,61
73.0106,61
73.3908,61
73.0548,61
72.8858,62
73.369,61
73.3153,61
73.6089,62
73.5424,61
73.1266,61
73.0219,61
72.5612,62
73.383,61
72.8199,65
72.8421,61
72.5846,61
72.6735,61
73.2818,61
72.8653,60
72.8433,62
73.2341,61
72.8769,62
73.488,61
73.0121,61
72.8102,62
72.9201,61
72.9494,61
73.5073,62
72.5715,62
72.5927,61
73.0588,61
73.2863,61
73.4835,62
73.507,61
73.0945,61
73.429,61
73.2079,61
73.6291,61
72.9496,61
73.1122,62
73.4265,61
73.2294,64
73.1939,61
72.9213,61
72.8374,62
72.9284,61
72.4147,62
73.4351,61
72.8626,60
73.2246,62
73.5591,61
72.6531,62
73.4983,61
73.4139,62
73.2186,62
73.4835,61
72.8988,63
73.9676,61
73.4181,61
73.3573,61
73.6393,61
73.1616,62
73.7804,61
73.2195,61
72.9288,61
73.2298,61
72.8425,62
73.6272,61
72.6129,61
73.1416,62
73.1823,61
72.9158,62
73.4961,61
72.7895,61
73.2863,62
73.2228,61
72.694,61
73.4386,61
73.1295,61
72.8433,61
73.2957,61
72.8303,62
73.2826,62
73.2215,61
73.2397,61
73.3969,61
73.0045,62
73.8199,60
72.9373,62
72.8333,61
72.8718,61
72.4065,62
73.2418,61
72.6822,61
73.0709,62
72.987,61
72.3328,62
73.6723,61
72.7479,61
72.735,61
73.3534,60
72.9229,62
73.5111,61
73.7325,61
73.2725,61
73.3546,60
73.1313,62
73.3553,61
72.6444,61
72.9483,61
73.2375,61
73.0715,61
73.4059,61
73.001,61
72.9375,62
73.2899,61
72.8698,62
73.6279,60
72.9906,60
72.9941,62
73.2343,61
73.6031,62
73.5511,60
73.2605,61
72.7309,62
73.5709,61
73.669,62
73.6832,61
73.0662,62
73.1984,61
73.1181,61
73.2109,61
73.176,60
72.779,61
72.9499,62
73.3436,61
73.0853,61
73.5721,61
