50.5128,59
49.5039,61
50.0373,60
51.1252,61
53.0926,59
54.7672,60
56.279,63
57.2418,62
58.5902,61
59.3744,61
59.9735,60
60.1701,60
60.8778,59
61.0021,59
61.0537,60
60.9462,60
61.5037,59
61.5433,59
61.596,59
61.4134,60
61.8675,60
61.8474,61
61.7545,59
61.4871,61
61.3615,61
61.8459,60
61.8317,59
61.7617,59
61.4287,61
61.8902,60
61.749,59
61.6787,59
61.3687,60
61.8127,60
61.8333,60
61.7744,60
61.4637,60
61.8524,59
61.9091,60
61.8189,59
61.5454,60
61.9284,60
61.8767,59
61.8022,60
61.4441,60
61.8647,59
62.1849,66
62.457,64
63.0885,67
64.5421,64
63.9012,61
62.7349,60
62.0778,60
62.1329,60
61.9053,60
61.6802,59
61.5247,60
61.8508,59
61.862,61
61.7465,60
61.528,59
62.3142,62
62.6712,61
63.1597,66
62.8828,66
63.103,59
62.4187,60
62.1048,60
61.7295,60
61.9029,59
61.7852,59
61.6795,60
61.386,59
61.6636,60
61.6784,59
61.5863,62
61.3594,60
61.7476,61
61.807,66
61.6587,59
61.2617,60
61.6559,60
61.6609,59
61.642,59
61.4139,60
61.7576,61
61.7547,59
61.741,60
61.4336,60
61.3251,181
61.7512,60
61.779,59
61.7283,61
61.3494,59
61.71,59
